name,stra.13200,stra.13663,stra.13664,stra.13784,stra.13785,stra.13786,stra.13905,stra.13906,stra.14026,stra.14027,stra.14147,stra.14393,stra.14399,stra.14511,stra.14512,stra.14642
115,6.81E-51,0.000283462,5.25E-06,0.000181403,1.87E-06,9.34E-09,0.000100407,4.55E-07,4.51E-05,6.41E-08,1.45E-05,4.92E-25,3.07E-32,1.03E-20,2.85E-26,0.00026875
116,2.76E-51,0.000297649,5.35E-06,0.000190895,1.90E-06,9.04E-09,0.000105856,4.60E-07,4.76E-05,6.41E-08,1.54E-05,3.55E-25,1.93E-32,8.32E-21,2.05E-26,0.000276933
117,1.12E-51,0.000312852,5.45E-06,0.0002011,1.93E-06,8.78E-09,0.000111732,4.65E-07,5.03E-05,6.43E-08,1.62E-05,2.58E-25,1.21E-32,6.77E-21,1.48E-26,0.000285521
118,4.60E-52,0.000329169,5.57E-06,0.00021209,1.97E-06,8.54E-09,0.00011808,4.72E-07,5.33E-05,6.46E-08,1.72E-05,1.88E-25,7.67E-33,5.53E-21,1.07E-26,0.000294543
119,1.90E-52,0.000346708,5.70E-06,0.000223944,2.01E-06,8.33E-09,0.000124949,4.79E-07,5.65E-05,6.51E-08,1.83E-05,1.38E-25,4.89E-33,4.54E-21,7.83E-27,0.000304033
120,7.87E-53,0.00036559,5.84E-06,0.000236751,2.06E-06,8.14E-09,0.000132396,4.88E-07,5.99E-05,6.57E-08,1.94E-05,1.01E-25,3.13E-33,3.74E-21,5.73E-27,0.000314028
121,3.29E-53,0.000385953,6.00E-06,0.000250615,2.11E-06,7.97E-09,0.000140486,4.98E-07,6.37E-05,6.65E-08,2.07E-05,7.49E-26,2.02E-33,3.09E-21,4.22E-27,0.000324567
122,1.39E-53,0.000407952,6.18E-06,0.00026565,2.17E-06,7.84E-09,0.00014929,5.10E-07,6.79E-05,6.74E-08,2.20E-05,5.57E-26,1.31E-33,2.57E-21,3.13E-27,0.000335697
123,5.89E-54,0.000431762,6.37E-06,0.000281987,2.23E-06,7.72E-09,0.000158893,5.23E-07,7.24E-05,6.86E-08,2.35E-05,4.17E-26,8.56E-34,2.14E-21,2.33E-27,0.000347467
124,2.52E-54,0.000457583,6.59E-06,0.000299776,2.31E-06,7.63E-09,0.00016939,5.38E-07,7.74E-05,7.00E-08,2.52E-05,3.14E-26,5.63E-34,1.80E-21,1.74E-27,0.000359932
125,1.09E-54,0.000485642,6.82E-06,0.000319189,2.39E-06,7.56E-09,0.00018089,5.55E-07,8.28E-05,7.16E-08,2.70E-05,2.37E-26,3.74E-34,1.51E-21,1.31E-27,0.000373156
126,4.75E-55,0.0005162,7.09E-06,0.000340422,2.48E-06,7.52E-09,0.000193521,5.74E-07,8.88E-05,7.35E-08,2.90E-05,1.81E-26,2.50E-34,1.28E-21,9.97E-28,0.000387208
127,2.09E-55,0.000549556,7.38E-06,0.000363704,2.58E-06,7.51E-09,0.000207429,5.96E-07,9.55E-05,7.57E-08,3.13E-05,1.39E-26,1.68E-34,1.09E-21,7.62E-28,0.000402167
128,9.30E-56,0.000586052,7.71E-06,0.000389298,2.69E-06,7.52E-09,0.000222785,6.20E-07,0.000102887,7.82E-08,3.38E-05,1.07E-26,1.14E-34,9.38E-22,5.86E-28,0.000418122
129,4.18E-56,0.000626088,8.08E-06,0.000417509,2.82E-06,7.56E-09,0.00023979,6.47E-07,0.000111101,8.12E-08,3.66E-05,8.32E-27,7.84E-35,8.09E-22,4.54E-28,0.000435174
130,1.90E-56,0.000670125,8.49E-06,0.000448696,2.97E-06,7.63E-09,0.000258677,6.78E-07,0.000120266,8.45E-08,3.97E-05,6.52E-27,5.43E-35,7.03E-22,3.54E-28,0.000453438
131,8.73E-57,0.000718704,8.95E-06,0.000483276,3.13E-06,7.74E-09,0.000279722,7.14E-07,0.000130527,8.83E-08,4.32E-05,5.15E-27,3.79E-35,6.14E-22,2.79E-28,0.000473045
132,4.06E-57,0.000772456,9.46E-06,0.000521746,3.31E-06,7.88E-09,0.000303253,7.54E-07,0.000142057,9.27E-08,4.72E-05,4.11E-27,2.68E-35,5.41E-22,2.22E-28,0.000494146
133,1.92E-57,0.000832126,1.00E-05,0.000564689,3.52E-06,8.06E-09,0.00032966,8.00E-07,0.000155062,9.78E-08,5.17E-05,3.30E-27,1.91E-35,4.79E-22,1.78E-28,0.000516914
134,9.16E-58,0.000898596,1.07E-05,0.000612804,3.76E-06,8.29E-09,0.00035941,8.52E-07,0.000169792,1.04E-07,5.68E-05,2.68E-27,1.38E-35,4.29E-22,1.44E-28,0.00054155
135,4.45E-58,0.000972916,1.15E-05,0.000666926,4.03E-06,8.57E-09,0.000393066,9.13E-07,0.000186549,1.10E-07,6.27E-05,2.20E-27,1.01E-35,3.86E-22,1.17E-28,0.000568287
136,2.19E-58,0.00105634,1.23E-05,0.000728061,4.34E-06,8.92E-09,0.000431309,9.82E-07,0.0002057,1.18E-07,6.94E-05,1.82E-27,7.46E-36,3.52E-22,9.69E-29,0.000597399
137,1.10E-58,0.0011504,1.33E-05,0.000797432,4.70E-06,9.33E-09,0.000474972,1.06E-06,0.000227698,1.27E-07,7.72E-05,1.52E-27,5.60E-36,3.23E-22,8.10E-29,0.000629207
138,5.60E-59,0.00125691,1.45E-05,0.000876532,5.12E-06,9.83E-09,0.00052508,1.16E-06,0.000253103,1.38E-07,8.63E-05,1.29E-27,4.26E-36,3.00E-22,6.85E-29,0.000664092
139,2.91E-59,0.00137814,1.58E-05,0.000967196,5.61E-06,1.04E-08,0.000582902,1.27E-06,0.000282611,1.51E-07,9.69E-05,1.11E-27,3.29E-36,2.81E-22,5.86E-29,0.000702507
140,1.54E-59,0.00151684,1.74E-05,0.0010717,6.19E-06,1.11E-08,0.000650021,1.40E-06,0.0003171,1.66E-07,0.00010932,9.65E-28,2.58E-36,2.67E-22,5.09E-29,0.000744995
141,8.34E-60,0.00167646,1.92E-05,0.0011929,6.87E-06,1.20E-08,0.000728434,1.56E-06,0.000357684,1.84E-07,0.000124081,8.52E-28,2.07E-36,2.56E-22,4.48E-29,0.000792212
142,4.62E-60,0.00186129,2.14E-05,0.00133439,7.69E-06,1.31E-08,0.000820679,1.74E-06,0.000405787,2.06E-07,0.000141709,7.64E-28,1.68E-36,2.49E-22,4.01E-29,0.000844957
143,2.63E-60,0.00207677,2.40E-05,0.00150075,8.67E-06,1.43E-08,0.000930016,1.97E-06,0.000463255,2.32E-07,0.000162936,6.97E-28,1.40E-36,2.46E-22,3.65E-29,0.000904208
144,1.53E-60,0.00232983,2.72E-05,0.00169789,9.87E-06,1.59E-08,0.00106068,2.25E-06,0.000532502,2.64E-07,0.000188727,6.47E-28,1.18E-36,2.47E-22,3.38E-29,0.000971177
145,9.21E-61,0.00262941,3.11E-05,0.00193347,1.14E-05,1.79E-08,0.00121821,2.59E-06,0.000616723,3.04E-07,0.00022037,6.12E-28,1.03E-36,2.52E-22,3.20E-29,0.00104737
146,5.71E-61,0.00298715,3.59E-05,0.00221759,1.32E-05,2.03E-08,0.00141,3.02E-06,0.0007202,3.55E-07,0.000259607,5.92E-28,9.13E-37,2.61E-22,3.09E-29,0.0011347
147,3.66E-61,0.00341839,4.20E-05,0.00256372,1.55E-05,2.34E-08,0.00164596,3.56E-06,0.000848745,4.19E-07,0.000308825,5.85E-28,8.34E-37,2.77E-22,3.05E-29,0.00123558
148,2.43E-61,0.00394359,4.96E-05,0.00298999,1.85E-05,2.74E-08,0.0019396,4.26E-06,0.00101036,5.02E-07,0.000371342,5.93E-28,7.84E-37,2.99E-22,3.09E-29,0.00135311
149,1.69E-61,0.00459034,5.94E-05,0.00352117,2.23E-05,3.26E-08,0.00230958,5.18E-06,0.00121619,6.11E-07,0.000451836,6.18E-28,7.61E-37,3.31E-22,3.21E-29,0.00149129
150,1.22E-61,0.00539622,7.23E-05,0.00419147,2.74E-05,3.94E-08,0.00278199,6.40E-06,0.00148204,7.56E-07,0.000557001,6.62E-28,7.63E-37,3.76E-22,3.44E-29,0.00165534
151,9.25E-62,0.00641299,8.94E-05,0.00504869,3.42E-05,4.87E-08,0.00339375,8.04E-06,0.00183052,9.54E-07,0.000696548,7.33E-28,7.95E-37,4.39E-22,3.81E-29,0.00185209
152,7.40E-62,0.00771231,0.000112599,0.00616017,4.36E-05,6.15E-08,0.00419766,1.03E-05,0.00229443,1.23E-06,0.000884743,8.39E-28,8.60E-37,5.28E-22,4.36E-29,0.00209044
153,6.25E-62,0.00939357,0.000144542,0.00762111,5.65E-05,7.94E-08,0.00526961,1.35E-05,0.00292164,1.62E-06,0.00114272,9.96E-28,9.72E-37,6.55E-22,5.17E-29,0.00238193
154,5.61E-62,0.0115933,0.000189345,0.00956537,7.50E-05,1.05E-07,0.00671844,1.80E-05,0.003782,2.17E-06,0.00150185,1.23E-27,1.15E-36,8.41E-22,6.38E-29,0.0027411
155,5.35E-62,0.0144938,0.000253129,0.0121772,0.000101522,1.43E-07,0.0086976,2.47E-05,0.00497614,2.99E-06,0.0020082,1.58E-27,1.42E-36,1.12E-21,8.19E-29,0.00318526
156,5.44E-62,0.0183245,0.000344815,0.0156979,0.000140175,1.98E-07,0.0114145,3.44E-05,0.00664375,4.21E-06,0.00272731,2.10E-27,1.83E-36,1.53E-21,1.09E-28,0.00373263
157,5.87E-62,0.0233381,0.00047663,0.0204117,0.000196495,2.79E-07,0.0151254,4.88E-05,0.00896413,6.01E-06,0.0037461,2.89E-27,2.45E-36,2.15E-21,1.50E-28,0.00439699
158,6.67E-62,0.0297382,0.000663415,0.0265843,0.00027743,3.98E-07,0.0200928,6.96E-05,0.0121334,8.65E-06,0.00516478,4.06E-27,3.38E-36,3.08E-21,2.12E-28,0.00517734
159,7.87E-62,0.0375423,0.000919279,0.0343319,0.000389932,5.67E-07,0.0264816,9.90E-05,0.0163,1.24E-05,0.00706898,5.78E-27,4.74E-36,4.44E-21,3.01E-28,0.0060442
160,9.46E-62,0.0464377,0.00125124,0.0434601,0.000538106,7.93E-07,0.0342163,0.00013807,0.0214664,1.75E-05,0.00948291,8.15E-27,6.63E-36,6.31E-21,4.25E-28,0.00693289
161,1.14E-61,0.0557755,0.00165331,0.0534142,0.000720317,1.08E-06,0.0429092,0.000186729,0.0274248,2.38E-05,0.0123327,1.12E-26,9.09E-36,8.74E-21,5.86E-28,0.00775865
162,1.35E-61,0.0648,0.00210714,0.0634609,0.000929058,1.41E-06,0.0519778,0.000243115,0.0338133,3.13E-05,0.0154625,1.50E-26,1.21E-35,1.17E-20,7.80E-28,0.00845193
163,1.58E-61,0.0729525,0.00258992,0.0729871,0.00115425,1.78E-06,0.0608837,0.000304597,0.0402661,3.94E-05,0.0187007,1.92E-26,1.54E-35,1.50E-20,1.00E-27,0.00898525
164,1.79E-61,0.0800001,0.00308267,0.0816639,0.00138705,2.16E-06,0.0692927,0.000368765,0.0465304,4.80E-05,0.0219176,2.37E-26,1.91E-35,1.85E-20,1.24E-27,0.00937054
165,2.00E-61,0.0859604,0.00357328,0.0894128,0.00162149,2.55E-06,0.0770738,0.000433922,0.0524825,5.68E-05,0.0250401,2.85E-26,2.30E-35,2.22E-20,1.49E-27,0.0096385
166,2.19E-61,0.0909678,0.00405536,0.0962925,0.00185415,2.95E-06,0.0842215,0.00049905,0.0580864,6.57E-05,0.0280375,3.34E-26,2.69E-35,2.60E-20,1.74E-27,0.00982112
167,2.37E-61,0.0951817,0.00452604,0.10241,0.00208331,3.34E-06,0.0907849,0.0005636,0.0633497,7.45E-05,0.0309022,3.83E-26,3.09E-35,2.98E-20,2.00E-27,0.00994416
168,2.53E-61,0.0987463,0.00498439,0.107874,0.00230821,3.73E-06,0.0968283,0.000627295,0.0682973,8.32E-05,0.0336377,4.32E-26,3.49E-35,3.36E-20,2.26E-27,0.0100261
169,2.67E-61,0.10178,0.00543036,0.112783,0.00252859,4.11E-06,0.102414,0.000690012,0.072958,9.18E-05,0.0362516,4.82E-26,3.89E-35,3.74E-20,2.52E-27,0.0100797
170,2.79E-61,0.104377,0.00586439,0.117218,0.00274444,4.49E-06,0.107597,0.000751715,0.0773598,0.000100318,0.0387526,5.31E-26,4.29E-35,4.12E-20,2.78E-27,0.0101135
171,2.90E-61,0.106612,0.00628709,0.121245,0.00295591,4.87E-06,0.112426,0.00081241,0.081528,0.00010871,0.0411494,5.80E-26,4.69E-35,4.50E-20,3.03E-27,0.0101333
172,3.00E-61,0.108542,0.00669915,0.124918,0.00316321,5.24E-06,0.116939,0.000872129,0.0854848,0.000116991,0.0434501,6.29E-26,5.09E-35,4.87E-20,3.29E-27,0.0101431
173,3.08E-61,0.110214,0.00710125,0.128281,0.00336655,5.60E-06,0.121171,0.000930915,0.0892494,0.000125163,0.0456622,6.78E-26,5.48E-35,5.24E-20,3.54E-27,0.0101458
174,3.14E-61,0.111664,0.00749404,0.131371,0.00356616,5.96E-06,0.12515,0.000988815,0.0928384,0.000133232,0.0477921,7.26E-26,5.87E-35,5.61E-20,3.79E-27,0.0101431
175,3.20E-61,0.112923,0.00787811,0.134219,0.00376227,6.32E-06,0.1289,0.00104588,0.0962664,0.000141201,0.0498456,7.74E-26,6.27E-35,5.98E-20,4.04E-27,0.0101365
176,3.25E-61,0.114016,0.00825401,0.136849,0.00395507,6.67E-06,0.132442,0.00110214,0.0995458,0.000149077,0.0518278,8.22E-26,6.65E-35,6.34E-20,4.29E-27,0.0101269
177,3.28E-61,0.114961,0.00862225,0.139283,0.00414476,7.01E-06,0.135792,0.00115766,0.102688,0.000156864,0.0537433,8.69E-26,7.04E-35,6.70E-20,4.54E-27,0.0101151
178,3.31E-61,0.115777,0.00898328,0.14154,0.0043315,7.36E-06,0.138967,0.00121246,0.105701,0.000164566,0.0555962,9.17E-26,7.43E-35,7.06E-20,4.79E-27,0.0101015
179,3.33E-61,0.116477,0.00933752,0.143636,0.00451547,7.69E-06,0.14198,0.00126659,0.108595,0.000172188,0.0573902,9.64E-26,7.81E-35,7.42E-20,5.03E-27,0.0100866
180,3.34E-61,0.117074,0.00968535,0.145583,0.00469681,8.03E-06,0.144843,0.00132009,0.111378,0.000179734,0.0591284,1.01E-25,8.20E-35,7.77E-20,5.28E-27,0.0100707
181,3.35E-61,0.117578,0.0100271,0.147395,0.00487567,8.36E-06,0.147566,0.00137298,0.114055,0.000187207,0.060814,1.06E-25,8.58E-35,8.13E-20,5.52E-27,0.0100539
182,3.35E-61,0.117998,0.0103632,0.149082,0.00505216,8.69E-06,0.150158,0.00142529,0.116634,0.000194612,0.0624496,1.10E-25,8.96E-35,8.48E-20,5.76E-27,0.0100365
183,3.34E-61,0.118342,0.0106938,0.150652,0.00522642,9.02E-06,0.152629,0.00147706,0.119119,0.000201951,0.0640379,1.15E-25,9.34E-35,8.82E-20,6.00E-27,0.0100185
184,3.33E-61,0.118617,0.0110192,0.152116,0.00539856,9.34E-06,0.154986,0.00152831,0.121517,0.000209228,0.065581,1.20E-25,9.71E-35,9.17E-20,6.24E-27,0.0100001
185,3.32E-61,0.11883,0.0113398,0.15348,0.00556868,9.66E-06,0.157235,0.00157907,0.123831,0.000216447,0.0670812,1.24E-25,1.01E-34,9.52E-20,6.48E-27,0.00998146
186,3.30E-61,0.118985,0.0116558,0.154751,0.0057369,9.98E-06,0.159383,0.00162936,0.126066,0.000223609,0.0685406,1.29E-25,1.05E-34,9.86E-20,6.72E-27,0.00996252
187,3.28E-61,0.119088,0.0119673,0.155936,0.0059033,1.03E-05,0.161436,0.00167922,0.128226,0.000230719,0.0699609,1.33E-25,1.08E-34,1.02E-19,6.96E-27,0.00994338
188,3.25E-61,0.119142,0.0122747,0.15704,0.00606799,1.06E-05,0.163399,0.00172865,0.130315,0.000237779,0.0713439,1.38E-25,1.12E-34,1.05E-19,7.19E-27,0.00992411
189,3.22E-61,0.119153,0.0125781,0.158068,0.00623104,1.09E-05,0.165278,0.00177769,0.132337,0.000244792,0.0726913,1.42E-25,1.16E-34,1.09E-19,7.43E-27,0.00990473
190,3.19E-61,0.119123,0.0128778,0.159025,0.00639255,1.12E-05,0.167076,0.00182636,0.134294,0.00025176,0.0740045,1.47E-25,1.20E-34,1.12E-19,7.66E-27,0.00988529
191,3.16E-61,0.119056,0.0131739,0.159915,0.00655259,1.15E-05,0.168798,0.00187467,0.136189,0.000258686,0.0752851,1.52E-25,1.23E-34,1.16E-19,7.90E-27,0.00986582
192,3.12E-61,0.118954,0.0134666,0.160743,0.00671124,1.19E-05,0.170448,0.00192264,0.138026,0.000265572,0.0765345,1.56E-25,1.27E-34,1.19E-19,8.13E-27,0.00984634
193,3.09E-61,0.118821,0.013756,0.161512,0.00686858,1.22E-05,0.172029,0.0019703,0.139807,0.00027242,0.0777538,1.61E-25,1.31E-34,1.22E-19,8.37E-27,0.00982688
194,3.05E-61,0.118658,0.0140424,0.162226,0.00702467,1.25E-05,0.173545,0.00201766,0.141535,0.000279234,0.0789444,1.65E-25,1.34E-34,1.26E-19,8.60E-27,0.00980746
195,3.01E-61,0.118469,0.0143259,0.162887,0.00717958,1.28E-05,0.175,0.00206474,0.143211,0.000286015,0.0801073,1.70E-25,1.38E-34,1.29E-19,8.83E-27,0.00978809
196,2.97E-61,0.118254,0.0146067,0.163498,0.00733338,1.31E-05,0.176395,0.00211155,0.144838,0.000292766,0.0812437,1.74E-25,1.42E-34,1.32E-19,9.07E-27,0.0097688
197,2.93E-61,0.118016,0.0148848,0.164063,0.00748614,1.34E-05,0.177734,0.00215812,0.146419,0.000299487,0.0823546,1.79E-25,1.46E-34,1.36E-19,9.30E-27,0.00974959
198,2.88E-61,0.117757,0.0151604,0.164584,0.0076379,1.37E-05,0.17902,0.00220446,0.147954,0.000306182,0.083441,1.83E-25,1.49E-34,1.39E-19,9.53E-27,0.00973049
199,2.84E-61,0.117478,0.0154337,0.165063,0.00778872,1.40E-05,0.180255,0.00225057,0.149447,0.000312853,0.0845038,1.88E-25,1.53E-34,1.42E-19,9.77E-27,0.00971149
200,2.79E-61,0.11718,0.0157047,0.165502,0.00793867,1.43E-05,0.18144,0.00229649,0.150898,0.000319501,0.0855439,1.92E-25,1.57E-34,1.46E-19,1.00E-26,0.00969261
201,2.75E-61,0.116866,0.0159737,0.165904,0.00808779,1.46E-05,0.182579,0.00234222,0.15231,0.000326128,0.0865621,1.97E-25,1.60E-34,1.49E-19,1.02E-26,0.00967386
202,2.70E-61,0.116536,0.0162406,0.16627,0.00823614,1.49E-05,0.183673,0.00238777,0.153683,0.000332736,0.0875593,2.01E-25,1.64E-34,1.52E-19,1.05E-26,0.00965524
203,2.66E-61,0.116191,0.0165056,0.166602,0.00838376,1.51E-05,0.184725,0.00243317,0.15502,0.000339326,0.0885361,2.06E-25,1.68E-34,1.55E-19,1.07E-26,0.00963677
204,2.61E-61,0.115832,0.0167689,0.166903,0.0085307,1.54E-05,0.185736,0.00247841,0.156321,0.0003459,0.0894934,2.10E-25,1.72E-34,1.59E-19,1.09E-26,0.00961845
205,2.57E-61,0.115461,0.0170304,0.167172,0.00867701,1.57E-05,0.186707,0.00252352,0.157589,0.000352461,0.0904317,2.15E-25,1.75E-34,1.62E-19,1.12E-26,0.00960028
206,2.52E-61,0.115079,0.0172904,0.167413,0.00882273,1.60E-05,0.187641,0.0025685,0.158824,0.000359008,0.0913518,2.19E-25,1.79E-34,1.65E-19,1.14E-26,0.00958227
207,2.48E-61,0.114686,0.0175488,0.167626,0.0089679,1.63E-05,0.188539,0.00261336,0.160027,0.000365545,0.0922543,2.24E-25,1.83E-34,1.69E-19,1.16E-26,0.00956442
208,2.43E-61,0.114282,0.0178059,0.167812,0.00911257,1.66E-05,0.189402,0.00265813,0.1612,0.000372072,0.0931398,2.28E-25,1.87E-34,1.72E-19,1.19E-26,0.00954674
209,2.39E-61,0.11387,0.0180616,0.167974,0.00925677,1.69E-05,0.190232,0.0027028,0.162344,0.000378591,0.0940089,2.33E-25,1.90E-34,1.75E-19,1.21E-26,0.00952923
210,2.34E-61,0.113449,0.018316,0.168111,0.00940053,1.72E-05,0.19103,0.0027474,0.16346,0.000385103,0.094862,2.37E-25,1.94E-34,1.78E-19,1.23E-26,0.00951189
211,2.30E-61,0.11302,0.0185693,0.168226,0.00954391,1.75E-05,0.191797,0.00279192,0.164548,0.000391609,0.0956998,2.42E-25,1.98E-34,1.82E-19,1.26E-26,0.00949473
212,2.25E-61,0.112584,0.0188215,0.168319,0.00968692,1.78E-05,0.192534,0.00283637,0.16561,0.000398111,0.0965227,2.47E-25,2.02E-34,1.85E-19,1.28E-26,0.00947774
213,2.21E-61,0.112141,0.0190726,0.168392,0.00982961,1.81E-05,0.193244,0.00288078,0.166647,0.000404611,0.0973312,2.51E-25,2.06E-34,1.88E-19,1.30E-26,0.00946092
214,2.17E-61,0.111692,0.0193228,0.168444,0.009972,1.84E-05,0.193925,0.00292514,0.167659,0.000411108,0.0981258,2.56E-25,2.09E-34,1.92E-19,1.33E-26,0.00944429
215,2.12E-61,0.111237,0.019572,0.168478,0.0101141,1.87E-05,0.194581,0.00296947,0.168648,0.000417605,0.0989069,2.60E-25,2.13E-34,1.95E-19,1.35E-26,0.00942783
216,2.08E-61,0.110777,0.0198205,0.168493,0.010256,1.90E-05,0.195211,0.00301377,0.169614,0.000424103,0.0996749,2.65E-25,2.17E-34,1.98E-19,1.37E-26,0.00941155
217,2.04E-61,0.110312,0.0200682,0.168491,0.0103977,1.93E-05,0.195817,0.00305806,0.170557,0.000430602,0.10043,2.70E-25,2.21E-34,2.02E-19,1.40E-26,0.00939546
218,2.00E-61,0.109843,0.0203151,0.168473,0.0105393,1.95E-05,0.196399,0.00310233,0.171479,0.000437105,0.101173,2.74E-25,2.25E-34,2.05E-19,1.42E-26,0.00937954
219,1.96E-61,0.10937,0.0205615,0.168439,0.0106807,1.98E-05,0.196958,0.0031466,0.17238,0.000443611,0.101904,2.79E-25,2.29E-34,2.08E-19,1.44E-26,0.0093638
220,1.92E-61,0.108894,0.0208072,0.16839,0.0108219,2.01E-05,0.197495,0.00319088,0.173261,0.000450122,0.102624,2.84E-25,2.32E-34,2.12E-19,1.47E-26,0.00934824
221,1.88E-61,0.108414,0.0210523,0.168326,0.0109631,2.04E-05,0.198011,0.00323517,0.174122,0.000456638,0.103332,2.88E-25,2.36E-34,2.15E-19,1.49E-26,0.00933285
222,1.84E-61,0.107931,0.021297,0.168248,0.0111042,2.07E-05,0.198506,0.00327948,0.174965,0.000463162,0.10403,2.93E-25,2.40E-34,2.18E-19,1.52E-26,0.00931765
223,1.80E-61,0.107446,0.0215412,0.168157,0.0112453,2.10E-05,0.198982,0.00332381,0.175789,0.000469694,0.104716,2.98E-25,2.44E-34,2.22E-19,1.54E-26,0.00930262
224,1.76E-61,0.106958,0.021785,0.168054,0.0113863,2.13E-05,0.199438,0.00336818,0.176595,0.000476234,0.105393,3.03E-25,2.48E-34,2.25E-19,1.57E-26,0.00928777
225,1.72E-61,0.106468,0.0220285,0.167938,0.0115274,2.16E-05,0.199876,0.00341259,0.177384,0.000482784,0.106059,3.07E-25,2.52E-34,2.28E-19,1.59E-26,0.00927309
226,1.69E-61,0.105976,0.0222717,0.16781,0.0116684,2.19E-05,0.200296,0.00345704,0.178156,0.000489344,0.106716,3.12E-25,2.56E-34,2.32E-19,1.61E-26,0.00925858
227,1.65E-61,0.105483,0.0225145,0.167671,0.0118095,2.22E-05,0.200699,0.00350155,0.178912,0.000495916,0.107363,3.17E-25,2.60E-34,2.35E-19,1.64E-26,0.00924424
228,1.62E-61,0.104988,0.0227572,0.167522,0.0119507,2.25E-05,0.201084,0.00354611,0.179652,0.0005025,0.108001,3.22E-25,2.64E-34,2.39E-19,1.66E-26,0.00923008
229,1.58E-61,0.104492,0.0229997,0.167362,0.012092,2.28E-05,0.201454,0.00359074,0.180377,0.000509096,0.108631,3.27E-25,2.68E-34,2.42E-19,1.69E-26,0.00921608
230,1.55E-61,0.103995,0.023242,0.167192,0.0122333,2.31E-05,0.201808,0.00363544,0.181087,0.000515707,0.109251,3.31E-25,2.72E-34,2.45E-19,1.71E-26,0.00920225
231,1.51E-61,0.103498,0.0234842,0.167013,0.0123748,2.34E-05,0.202146,0.00368021,0.181782,0.000522332,0.109863,3.36E-25,2.76E-34,2.49E-19,1.74E-26,0.00918858
232,1.48E-61,0.102999,0.0237263,0.166824,0.0125164,2.37E-05,0.20247,0.00372506,0.182463,0.000528972,0.110467,3.41E-25,2.80E-34,2.52E-19,1.76E-26,0.00917508
233,1.45E-61,0.1025,0.0239684,0.166627,0.0126582,2.40E-05,0.202779,0.00377,0.18313,0.000535628,0.111062,3.46E-25,2.85E-34,2.56E-19,1.79E-26,0.00916173
234,1.42E-61,0.102001,0.0242104,0.166422,0.0128002,2.43E-05,0.203074,0.00381502,0.183784,0.000542301,0.11165,3.51E-25,2.89E-34,2.59E-19,1.81E-26,0.00914855
235,1.39E-61,0.101502,0.0244525,0.166208,0.0129423,2.46E-05,0.203356,0.00386014,0.184424,0.000548991,0.11223,3.56E-25,2.93E-34,2.63E-19,1.84E-26,0.00913552
236,1.36E-61,0.101003,0.0246946,0.165987,0.0130847,2.49E-05,0.203625,0.00390536,0.185052,0.000555699,0.112802,3.61E-25,2.97E-34,2.66E-19,1.86E-26,0.00912265
237,1.33E-61,0.100503,0.0249369,0.165758,0.0132273,2.53E-05,0.203881,0.00395068,0.185668,0.000562426,0.113368,3.66E-25,3.01E-34,2.70E-19,1.89E-26,0.00910993
238,1.30E-61,0.100004,0.0251792,0.165522,0.0133701,2.56E-05,0.204124,0.00399611,0.186271,0.000569172,0.113926,3.71E-25,3.05E-34,2.73E-19,1.91E-26,0.00909736
239,1.27E-61,0.0995056,0.0254216,0.165279,0.0135132,2.59E-05,0.204356,0.00404166,0.186863,0.000575938,0.114477,3.76E-25,3.10E-34,2.77E-19,1.94E-26,0.00908494
240,1.24E-61,0.0990073,0.0256643,0.16503,0.0136565,2.62E-05,0.204576,0.00408732,0.187443,0.000582725,0.115022,3.81E-25,3.14E-34,2.80E-19,1.97E-26,0.00907266
241,1.21E-61,0.0985096,0.0259071,0.164774,0.0138001,2.65E-05,0.204784,0.0041331,0.188012,0.000589532,0.115559,3.87E-25,3.18E-34,2.84E-19,1.99E-26,0.00906053
242,1.19E-61,0.0980126,0.0261501,0.164512,0.013944,2.68E-05,0.204982,0.00417901,0.18857,0.000596361,0.116091,3.92E-25,3.23E-34,2.87E-19,2.02E-26,0.00904854
243,1.16E-61,0.0975163,0.0263933,0.164244,0.0140882,2.71E-05,0.205168,0.00422505,0.189117,0.000603213,0.116616,3.97E-25,3.27E-34,2.91E-19,2.04E-26,0.00903669
244,1.13E-61,0.0970208,0.0266369,0.163971,0.0142328,2.74E-05,0.205345,0.00427121,0.189654,0.000610087,0.117134,4.02E-25,3.31E-34,2.95E-19,2.07E-26,0.00902497
245,1.11E-61,0.0965262,0.0268807,0.163692,0.0143776,2.78E-05,0.205511,0.00431752,0.19018,0.000616984,0.117647,4.07E-25,3.36E-34,2.98E-19,2.10E-26,0.00901339
246,1.08E-61,0.0960325,0.0271248,0.163408,0.0145228,2.81E-05,0.205667,0.00436396,0.190697,0.000623905,0.118154,4.13E-25,3.40E-34,3.02E-19,2.12E-26,0.00900195
247,1.06E-61,0.09554,0.0273692,0.163119,0.0146684,2.84E-05,0.205813,0.00441055,0.191204,0.000630851,0.118655,4.18E-25,3.45E-34,3.05E-19,2.15E-26,0.00899063
248,1.03E-61,0.0950485,0.027614,0.162825,0.0148143,2.87E-05,0.20595,0.00445729,0.191701,0.000637821,0.11915,4.23E-25,3.49E-34,3.09E-19,2.18E-26,0.00897944
249,1.01E-61,0.0945583,0.0278591,0.162526,0.0149606,2.91E-05,0.206078,0.00450417,0.192189,0.000644816,0.11964,4.29E-25,3.53E-34,3.13E-19,2.20E-26,0.00896838
